ProductName,CompanyName,BrandName,PrimaryCategory,SubCategory,ChemicalName
Perfect Dip - Dip System - Dip Powder - Cream - Sultry,Nail Alliance - Entity,Artistic,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
MILANI PRIME CORRECT CORRECTS REDNESS + PORE-MINIMIZING FACE PRIMER,MILANI COSMETICS,MILANI,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - Arctic Freeze,"Hand & Nail Harmony, Inc",Gelish,Nail Products,UV Gel Nail Polish,"Silica, crystalline (airborne particles of respirable size)"
Nail Polish (Lime with Him),MAESA LLC,Bongo,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
No Light Gel-Lacquer - Bouquet of Gerbera Daisies,Nail Alliance - Entity,Entity,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - Birthday Suit,"Hand & Nail Harmony, Inc",Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - Pumps or Cowboy Boots?,"Hand & Nail Harmony, Inc",Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Luxury Palette,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
CHEEK TO CHIC,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Blushes ,"Silica, crystalline (airborne particles of respirable size)"
MAGIC STAR HIGHLIGHTER,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Face Powders,"Silica, crystalline (airborne particles of respirable size)"
CHEEK TO CHIC,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Blushes ,"Silica, crystalline (airborne particles of respirable size)"
EFFET PARFAIT MIN�RAL NATURAL SKIN EFFECT MOUSSE FOUNDATION SPF 16,"Ventura International, Ltd",L'BEL,Skin Care Products ,Facial Masks,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Moisturizing Lip Colors,"Sunrider Manufacturing, L.P.",Kandesn,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Nail Polish (Fairytale),MAESA LLC,Bongo,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Dip & Buff Acrylic Dip Powder Cr�me - Pink�s The New Black,Nail Alliance - Entity,Entity,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
The Icon Palette,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
BEJEWELLED EYES TO HYPNOTISE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Rosa Fruit Anti-ageing Hydra-Cr�me - Oily Skin,Molton Brown Ltd,Molton Brown London,Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),"Silica, crystalline (airborne particles of respirable size)"
BEJEWELLED EYES TO HYPNOTISE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
OJ Bath Powder (Sweat type),"Oceana USA, Inc.",GRAPHICO,Bath Products,Bath Additives,"Silica, crystalline (airborne particles of respirable size)"
JORDANA SCULPT N' GO CREAMY CONTOUR STICK,MILANI COSMETICS,JORDANA,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
L'BEL/EBEL EFFET PARFAITT Foundation with Spot-Clayrifying Effect SPF 18,"Ventura International, Ltd",L'BEL,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
BROW LIFT,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Face Powders,"Silica, crystalline (airborne particles of respirable size)"
No Light Gel-Lacquer - Sole Sensation,Nail Alliance - Entity,Entity,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Plum And Done,"Nail Alliance, LLC",Harmony,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Nail Polish (Poppin' Bottles),MAESA LLC,Bongo,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
COLOUR CHAMELEON,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,"Silica, crystalline (airborne particles of respirable size)"
Nails Protein Rebuilding Base Coat,Fisk Industries Inc,Barielle,Nail Products,Basecoats and Undercoats,"Silica, crystalline (airborne particles of respirable size)"
"INSTANT LOOK IN A PALETTE - GORGEOUS, GLOWING BEAUTY",Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Face Powders,"Silica, crystalline (airborne particles of respirable size)"
Instant Look In A Palette Seductive Beauty,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury Beauty Ltd,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
EFFET PARFAIT MIN�RAL NATURAL SKIN EFFECT MOUSSE FOUNDATION SPF 16,"Ventura International, Ltd",L'BEL,Skin Care Products ,Facial Masks,"Silica, crystalline (airborne particles of respirable size)"
Instant Look In A Palette Smokey Eye,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury Beauty Ltd,Makeup Products (non-permanent),Face Powders,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - West Coast Cool,"Hand & Nail Harmony, Inc",Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
No Light Gel-Lacquer - Wardrobe Wows,Nail Alliance - Entity,Entity,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
EYES TO MESMERISE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Luxury Palette,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Luxury Palette,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Magic Foundation,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
JORDANA PRIME NO-PORES PORE REFINING FACE PRIMER,MILANI COSMETICS,JORDANA,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Mini Miracle Eye Wand,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
LED Nail Gel Polish - Can't Stop.  Won't Stop.,Nail Alliance - Entity,Red Carpet Manicure,Nail Products,UV Gel Nail Polish,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - Mint Chocolate Chip,"Hand & Nail Harmony, Inc",Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Light Wonder,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Perfect Fit Eye Shadow Trio,purminerals,purminerals,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
CHEEK TO CHIC,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Blushes ,"Silica, crystalline (airborne particles of respirable size)"
No Light Gel-Lacquer - Elegant Edge,Nail Alliance - Entity,Entity,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Airbrush Flawless Foundation,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
K-Palette Lasting 3Way Eyebrow Pencil [03Mocha Brown],"Oceana USA, Inc.",K-Palette,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,"Silica, crystalline (airborne particles of respirable size)"
K.I.S.S.I.N.G,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Liquid Concealer,Palladio Beauty Group,Palladio,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Light Wonder,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Silk FX Eyeshadows,Palladio Beauty Group,Palladio,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
BEJEWELLED EYES TO HYPNOTISE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Build+Blend Foundation Stick,Palladio Beauty Group,Palladio,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Glowgasm Beauty Light Wand - High Blush,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Blushes ,"Silica, crystalline (airborne particles of respirable size)"
Instant Look In A Palette Beauty Glow,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury Beauty Ltd,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Crisis Moon Cheek 1PC,"Oceana USA, Inc.",BANDAI,Makeup Products (non-permanent),Other Makeup Product,"Silica, crystalline (airborne particles of respirable size)"
JORDANA PRIME NO-SHINE MATTIFYING FACE PRIMER,MILANI COSMETICS,JORDANA,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Tofu no Moritaya Yogurt Face Pack BLUE {Brightening Care],"Oceana USA, Inc.",Tofu no Moritaya,Skin Care Products ,Facial Masks,"Silica, crystalline (airborne particles of respirable size)"
Moisturizing Lip Colors,"Sunrider Manufacturing, L.P.",Kandesn,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
No Light Gel-Lacquer - Embellished Pumps,Nail Alliance - Entity,Entity,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Dip & Buff Acrylic Dip Powder Cr�me - Floral Muse,Nail Alliance - Entity,Entity,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Luxury Palette,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Color Balance Liquid Foundation,MAESA LLC,Circa,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
EASY EYE PALETTE FOR THE CHARLOTTE DARLING LOOK,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
No Light Gel-Lacquer - Dressed To Delight,Nail Alliance - Entity,Entity,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Pressed Mineral Foundation,Cover FX Skin Care Inc.,Cover FX,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
CHEEK TO CHIC,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Blushes ,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - Plum and Done,"Hand & Nail Harmony, Inc",Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
K-Palette 1 Day Tattoo Essence in Concealer [02 Natural Beige],"Oceana USA, Inc.",K-Palette,Makeup Products (non-permanent),Other Makeup Product,"Silica, crystalline (airborne particles of respirable size)"
Blush Refill,"Sunrider Manufacturing, L.P.",Kandesn,Makeup Products (non-permanent),Blushes ,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Heroine Make_Long & Curl Mascara & Remover Set,"Oceana USA, Inc.",ISEHAN,Makeup Products (non-permanent),Mascara/Eyelash Products,"Silica, crystalline (airborne particles of respirable size)"
Instant Look In A Palette Beauty Glow,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury Beauty Ltd,Makeup Products (non-permanent),Blushes ,"Silica, crystalline (airborne particles of respirable size)"
Lip Gloss Palette,"Sunrider Manufacturing, L.P.",Kandesn,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Light Wonder,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Magic Foundation,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Airbrush Flawless Foundation,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Dip & Buff Acrylic Dip Powder Metallic/Shimmer - Poolside in Palm Print,Nail Alliance - Entity,Entity,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Magic Foundation,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
The Easy Smokey Eye Palette,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Luxury Palette Of Pops - Pillow Talk,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Moisturizing Lip Colors,"Sunrider Manufacturing, L.P.",Kandesn,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Liquid Concealer,Palladio Beauty Group,Palladio,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Luxury Palette - The Bella Sofia,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Dip & Buff Powder Acrylic Dip Powder - Light Pink,Nail Alliance - Entity,Entity,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Validation Shower Bomb,Lush Ltd,Lush Manufacturing Ltd.,Bath Products,Other Bath Products,"Silica, crystalline (airborne particles of respirable size)"
Hot Lips K.I.S.S.I.N.G,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
EFFET PARFAIT MIN�RAL NATURAL SKIN EFFECT MOUSSE FOUNDATION SPF 16,"Ventura International, Ltd",L'BEL,Skin Care Products ,Facial Masks,"Silica, crystalline (airborne particles of respirable size)"
Pressed Mineral Foundation,Cover FX Skin Care Inc.,Cover FX,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Dip & Buff Acrylic Dip Powder Cr�me - Knee High Stockings,Nail Alliance - Entity,Entity,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Luxury Palette,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
MILANI CONCEAL + PERFECT SHINE-PROOF POWDER,MILANI COSMETICS,MILANI,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
AVANCE Joli et Joli et 2 way eyebrow liquid tint & powder - Natural Brown,"Oceana USA, Inc.",AVANCE,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - Sheer & Silk,"Hand & Nail Harmony, Inc",Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
JORDANA EYE PRIMER BASE,MILANI COSMETICS,JORDANA,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Color Balance Liquid Foundation,MAESA LLC,Circa,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - Met My Match,"Hand & Nail Harmony, Inc",Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Hollywood Lips,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Brow Powder,Palladio Beauty Group,Palladio,Makeup Products (non-permanent),Makeup Fixatives,"Silica, crystalline (airborne particles of respirable size)"
Instant Look In A Palette Smokey Eye,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury Beauty Ltd,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
COLOUR CHAMELEON,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,"Silica, crystalline (airborne particles of respirable size)"
MILANI MOISTURE LOCK OIL INFUSED LIP TREATMENT,MILANI COSMETICS,MILANI,Makeup Products (non-permanent),Lip Gloss/Shine,"Silica, crystalline (airborne particles of respirable size)"
EYES TO MESMERISE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Colour Revolution Reactive Nail Lacquer - Give It A Whirl,Nail Alliance - Entity,Artistic,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
BROW LIFT,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Face Powders,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Color Dip Cr�me Dip Powder - Fiery Fox,Nail Alliance - Entity,Red Carpet Manicure,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Gelish Dip - Dip Powder - Too Tough To Be Sweet,"Hand & Nail Harmony, Inc",Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Hot Lips K.I.S.S.I.N.G,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
LED Nail Gel Polish - Polished & Poised,Nail Alliance - Entity,Red Carpet Manicure,Nail Products,UV Gel Nail Polish,"Silica, crystalline (airborne particles of respirable size)"
Color Focus Eye Shadow Palette,MAESA LLC,Circa,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
COLOUR CHAMELEON,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,"Silica, crystalline (airborne particles of respirable size)"
Dip & Buff Acrylic Dip Powder Glitter � Work The Camera,Nail Alliance - Entity,Entity,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
High Definition Lip Contouring Pencil,MAESA LLC,Circa,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Perfect Dip - Dip System - Dip Powder - Cream - Taupe Of The A-List,Nail Alliance - Entity,Artistic,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Perfect Fit Eye Shadow Trio,purminerals,purminerals,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Luxury Palette - The Bella Sofia,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
PILLOW TALK INSTANT EYE PALETTE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
K-Palette Lasting Lip Tint [05 Classic Rose Pink],"Oceana USA, Inc.",K-Palette,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Nail Polish,MAESA LLC,Candies,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Dip & Buff Acrylic Dip Powder Glitter � Pretty Paillettes,Nail Alliance - Entity,Entity,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Bigger Brighter Eyes Exaggereyes,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Nail Polish (Thyme to Shine),MAESA LLC,Bongo,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
MILANI PRIME CORRECT DIFFUSES DISCOLORATION + PORE-MINIMIZING FACE PRIMER (MEDIUM/DARK),MILANI COSMETICS,MILANI,Makeup Products (non-permanent),Foundations and Bases,"Silica, crystalline (airborne particles of respirable size)"
Pro Lip Primer,Your Name Professional Brands,Your Name Professional Brands,Makeup Products (non-permanent),Makeup Preparations,"Silica, crystalline (airborne particles of respirable size)"
Dip - Dip Powder Cr�me - The Camera Loves Me,Nail Alliance - Entity,Gelish,Nail Products,Artificial Nails and Related Products,"Silica, crystalline (airborne particles of respirable size)"
Clean Slate,"Nail Alliance, LLC",Harmony,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Moisturizing Lip Colors,"Sunrider Manufacturing, L.P.",Kandesn,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
BEJEWELLED EYES TO HYPNOTISE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
EsLucy LIP8 Lip Plumper - Red,"Oceana USA, Inc.",Health Beauty Lab ,Makeup Products (non-permanent),Lip Gloss/Shine,"Silica, crystalline (airborne particles of respirable size)"
Moisturizing Lip Colors,"Sunrider Manufacturing, L.P.",Kandesn,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Instant Look In A Palette Natural Beauty,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury Beauty Ltd,Makeup Products (non-permanent),Face Powders,"Silica, crystalline (airborne particles of respirable size)"
CHEEK TO CHIC,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Blushes ,"Silica, crystalline (airborne particles of respirable size)"
Colour Gloss Soak Off Gel Nail Colour - In Love Or Lust?,Nail Alliance - Entity,Artistic,Nail Products,UV Gel Nail Polish,"Silica, crystalline (airborne particles of respirable size)"
Dreamgasm Eyeshadow Palette,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
MATTE REVOLUTION,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils","Silica, crystalline (airborne particles of respirable size)"
Luxury Palette Of Pops - Celestial Eyes,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
JORDANA MADE TO LAST EYESHADOW COLLECTION,MILANI COSMETICS,JORDANA,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Professional Nail Lacquer - Black Cherry Berry,Nail Alliance - Entity,Morgan Taylor ,Nail Products,Nail Polish and Enamel,"Silica, crystalline (airborne particles of respirable size)"
Love,Lush Ltd,Lush Handmade Cosmetics,Bath Products,Body Washes and Soaps,"Silica, crystalline (airborne particles of respirable size)"
STARRY EYES TO HYPNOTISE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
EYES TO MESMERISE,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,Makeup Products (non-permanent),Eye Shadow,"Silica, crystalline (airborne particles of respirable size)"
Fits Vasilisa Perfume Stick (Parrot),"Oceana USA, Inc.",Fits,Fragrances,Other Fragrances,"Silica, crystalline (airborne particles of respirable size)"
